Topic,Words
151,"importe quoi, importe, grand importe quoi, grand importe, quoi, importe quoi importe, quoi importe quoi, quoi importe, importe quoi grand, quoi grand, grand, quoi grand importe, quoi dernière commande, peu importe offre, quoi contre depuis"
152,"étiquette, dessus, remise promo, remboursement imagine ca, remboursement imagine, plombes étiquette, remboursement bon puisqu, relancer quand remboursement, relancer quand, quelqu va achat, quand remboursement bon, quand daigneront envoyer, quand daigneront, remise promo réalité, pécunier quelqu va"
153,"plastique, emballé sachet, plastique emballé sachet, plastique emballé, sachet, sachet plastique, pompe pleine liquide, pourrez faire, poches zip plastique, pompe pleine, poches zip, pourrez faire affaires, pourri tout, pourri tout fin, plié sinon"
154,"années, problème depuis, depuis années, annees, depuis, 10 ans, fidèle depuis, ans, depuis plus 10, plus 10 ans, inscrite depuis années, jamais problème depuis, lamentableclient, envois lamentableclient régulier, historique ventes"
155,"maintenant, jusqu maintenant, voir ailleurs, installer maintenant maintenez, installer maintenant, ça vol tout, ouvrir maintenant, objet jamais mains, jai bon, nul maintenant jusqu, jai bon maintenant, nul maintenant, ouvrir maintenant maintenant, parfait plus installer, jamais mains comme"
156,"balai, très heureuse, heureuse, accessoires, manque aspiration, lourd peu bruyant, livré 04 07, lourd peu, limitée reçu, limitée reçu commandé, jamais fonctionné commandé, jamais arrivé année, irobot accessoires demandé, fonctionnaient rien dire, irobot accessoires"
157,"réduction, réductions, réductions annoncées, surévaluées réductions, surévaluées, annoncées, bonne affaire, réduction donc fait, réduction mensonge, rarement réductions annoncées, quoi euro réduction, réduction fait rarement, réduction mensonge réduction, payé vérifiez, près annoncé aime"
158,"pub, faire pub, très mauvaise pub, vais faire, mauvaise pub, faire très, 2006, volé, faire, parmi plus grand, partout autour alors, passe comme commande, passer liquidation, partout autour, passer liquidation judiciaire"
159,"flacons, flacon, colis flacon, deux flacons, emballage, également prenant photo, lenor, intérieur colis flacon, lenor recharges, lenor recharges swiffer, lors réception refuser, vidés reçu, également prenant, intérieur boîte, lorsque achète sérum"
160,"plateforme, plate, plateformes, plates, cette plateforme, plateformes étranger donnent, plateformes avis, plateforme sav parlons, plateforme sav, plateforme quel regret, plateforme quel, plateformes étranger, plateformes avis peut, personnes plateformes étranger, plateforme honte escroquerie"
161,"bien rien, très bien rien, bien rien dire, dire très bien, bien rien redire, rien dire, très bien, rien dire très, dire très, redire très bien, rien redire, redire, redire très, rien redire très, rien"
162,"jolie, très jolie, jolie veste très, veste très jolie, jolie veste, veste très, tres jolie, jolie très jolie, très jolie veste, jolie très, veste, jolie sinon quelle, jolie sauteuse rose, jolie sinon, jolie tres jolie"
163,"articles top, top, article super, super article, top articles top, top super, top articles, super, super service, articles, finitions articles, déçue annulé article, top plus elles, elles soignées articles, vite livrés"
164,"vacances, boulot, surtout allait chez, informé tapez tout, informé tapez, voisin rentrant boulot, surtout aller, informer fuyez veepee, surtout aller plusieurs, informer fuyez, indispensable vacances arrive, indispensable vacances, surtout reposez, haut fille prevu, haut fille"
165,"reçu temps, avance, temps reçu temps, reçu bien avance, avance reçu temps, avance reçu, reçu temps reçu, avance top, bien avance, temps reçu, reçu bien, reçu avance, temps, reçu, conclusion plus avancée"
166,"ras, ras tout, parfait ras, ras tout parfait, tout parfait ras, tout parfait, parfait ras tout, parfait, ras ras, ras ras tout, ras toujours, parfait ras toujours, tout, équipe ras tout, ras toujours aussi"
167,"porte, cerise, portefeuille, cerise gâteau, gâteau, porté, porte très fort, portefeuille cerise, porte serviette, porte serviette attache, porte monnaie inutilisable, porte meuble cuisine, porte complètement arrachée, malgré tout rendu, porte complètement"
168,"center, parc, center parc, séjour, center parcs, parcs, réservé, réserver, assurance, balle, parc ouvert, parc mois janvier, parc mois, parc fermé portes, parc suite"
169,"comprends, comprends comprends, rien comprendre, comprendre, rien inacceptable comportement, rien inacceptable, rien comprendre comprends, pourquoi lasse comprendre, pourquoi lasse, pourquoi comprend comprends, pourquoi comprend, plus rien inacceptable, rien comprendre rien, contente comprends, lasse comprendre"
170,"éviter, éviter fuir, tout prix, éviter tout prix, vraiment éviter, éviter tout, fuir, oublier éviter, prix fuir, fuit éviter fuir, vraiment éviter éviter, oublier éviter avenir, vraiment éviter fuir, fuit éviter, pris évitez"
171,"internet, 143, pire revendeur, parasites internet site, parasites internet, là voit internet, là devrait être, là devrait, limites premiere fois, limites premiere, jamais aucun achat, internet trouvé internet, internet trouvé, internet site là, internet site"
172,"toute ligne, impeccable, toute ligne impeccable, ligne impeccable, ligne, impeccable tout, toute, temps correctement, impression robustesse lorsqu, impression robustesse, ligne bien arrivée, impeccable toute ligne, impeccable tout point, impeccable toute, ligne impression"
173,"cigarette, mésaventures, vapeur, poubelle tiendrai, mains partie, plusieurs relances mois, partie direct poubelle, passée 26 août, où décide utiliser, partie direct, old school vape, old school, odeur nauséabonde cigarette, poubelle tiendrai informé, nauséabonde cigarette mésaventures"
174,"fournisseur, faute fournisseur, fournisseur peut, faute, recommanderai chez fournisseur, quand appeles jamais, protège honte car, quand appeles, privée informe fournisseur, protège honte, pouvait fournir déçu, pouvait fournir, peut réexpédier deuxième, peut réexpédier, peut renvoyer kit"
175,"sanitaire, situation sanitaire, sanitaire actuelle, situation sanitaire actuelle, lente dû, lente dû situation, dû situation sanitaire, très lente dû, dû situation, très très lente, très lente, livraison très très, crise sanitaire, lente, sanitaire actuelle livraison"
176,"appli, désinstalle, application, désinstallé, désinstaller, désinstalle application, installez application, coup desinstalle appli, installez application pourriez, coup desinstalle, couleur donc dès, frais retour appli, installez, dernière commande veepee, confiance site choisi"
177,"supprimé, application, supprimer, supprime compte, supprime, compte, gros laissé aller, jamais application, jamais application vepeee, gros laissé, fini application supprimée, forme faire, forme faire bien, fini application, merci quand viens"
178,"yeux, yeux fermés, fermés, recommande yeux, recommande yeux fermés, mal fermé, yeux fermés mal, yeux fermés recommande, fermés recommande yeux, fermés recommande, fermés mal, fermé, mal, vite prochaine collection, très vite prochaine"
179,"machine, machine laver, laver, machine bien, milieu cuisine, machine différente, manquante machine sport, manquante machine, machine place engagée, machine sport, machine place, matin machine payée, matin machine, milieu cuisine énormément, machine payée 400"
180,"veste, attendais veste, épaisse, sp, vestes, cuir, redire jamais reçu, redire jamais, questionque veste contrefaçon, remboursent quand, remboursent quand veulent, rembourser sens, rembourser sens commander, questionque veste, renvoyé frais 15"
181,"buffet, commande buffet, commandé buffet, mai, terre, livraison mai, lequel aucun problème, livraison 25 mai, livraison fin juin, lequel aucun, juin télé, juin télé terre, journée meubles honteux, journée meubles, jamais rappelé commandé"
182,"réception, délai réception, livraison délai réception, livraison ôtés car, long réception, lors réception contante, long réception seul, ôtés car, marchandise top abîmé, mauvaise qualité réceptionnée, niche mauvaise, niche mauvaise qualité, qualité bonne livraison, février 2018 réception, qualité réceptionnée"
183,"trop, vraiment trop, trop tard, fera, trop fera rien, exagérez si pouvais, fera rien là, fera travailler, trop fera, fera travailler rien, grand correspond trop, trop exagérez si, trop exagérez, pouvais mis étoile, là trop vraiment"
184,"photos, photobox, photos meubles, calendrier, myphotobook, facturés, offre, contact service client, contact service, solutions, via site, frais port, service client, port, proposer"
185,"planches, bois, traces, qqs planches contient, mentionner fiche, mentionner fiche technique, qualité notice, mauvaises qualité notice, qualité notice déjà, rabotées, incrustées planche planches, incrustées planche, incrustées, visserie rien déballage, griffées meubles occasion"
186,"service produits, service produits très, produits service, produits très, produits très bonne, service fourni, résumé chouette application, excellent service produits, économies bien veiller, faire belles, faire belles économies, résumé chouette, fourni qualité, fourni qualité produits, renseigner produits intéressent"
187,"adore, adore adore, adoré, adoré tout, comme gant, vraiment adore recommande, cordialement tout parfait, donc prévenu, donc prévenu belle, gant adore, gant adore adore, vraiment adore, comme gant adore, toute adoré, guess tout cas"
188,"gorge, soutien gorge, soutien, soutient gorge, petit gorge, gorge très, soutient, poitrine, maintien, culotte, médiocre taille petit, médiocre taille, odeur chimique, mauvais maintien grosses, matière médiocre taille"
189,"combinaison, comblé, comble, là delais attendre, légère fait, 3enormes, longue autre étonnée, longue autre, livrer annule conseille, livrer annule, juste avoir quelques, importe quoi explique, là delais, légère fait imperméable, imperméable doublée"
190,"service merci, service merci service, merci service, beaucoup service, merci service merci, service merci beaucoup, merci beaucoup service, bon service merci, merci, service très, bon service, merci beaucoup, servez donc, quoi servez donc, merci service quoi"
191,"seule, seule cette, seule seule, parle boulots amis, penses seule faire, penses seule, rassure seule, rassure seule jamais, recommanderai seule, recommanderai seule bébé, remarque seule, remarque seule seule, rends compte seule, parle boulots, reçu seule plus"
192,"reste, reste ok, reste très bien, bien reste, reste très, sinon reste, reste ok reste, reste bonne qualité, reste bien reste, reste ok vaisselle, reste tout parfait, reste ras tout, reste vraiment, reste 30 minutes, reste vraiment revoir"
193,"retour gratuit, thermostat, gratuit, énergie, gratuits, peu fragile aliments, part temps acheté, écouter livraisons, normalement bonjour retour, normalement bonjour, étiquette thermos, mauvaise qualité cassé, marque thermostat eviter, écouter livraisons retours, malgré thermostat élevé"
194,"polyester, 100, 100 polyester, polyester alors, 100 cotton, coton, bio, cotton, lin, deux produits, regarde, mauvaise doublure délai, matière deux produits, mauvaise doublure, paris serge"
195,"poste, aller poste, suivi poste, déplacer, faute poste mal, viser juste cette, ici allez poste, insistent, insistent signalé, insistent signalé poste, journées donc, fermé faut, fermé faut faire, ici allez, juste cette poste"
196,"catastrophe, juste catastrophe, catastrophe depuis, lors passage service, girardagediss ça catastrophe, livraison vrai catastrophe, livraison girardagediss ça, livraison vrai, livraison girardagediss, livraison découvre alors, literie bellecour catastropheun, livraison découvre, juste catastrophe juste, mauvais literie, literie bellecour"
197,"amazon, asos, ah, juste mécontentement client, juste mécontentement, étoiles commande sp, litige amazon, leurs clients discuter, loin atteindre, litige amazon rembourse, loin atteindre niveau, lumières service, lumières service client, maintenant market, maintenant market place"
198,"dossier, dossier traiter, fois cette fois, encore fois cette, appel, fois cette, encore fois, fois toujours, appelé plusieurs, urgence, attends encore, traiter, appelé, promesse appel, rappelé nouveau toujours"
199,"lingerie, ensemble lingerie, bas, articles lingerie, lingerie qualité, secret, ensembles, ensemble, cest, prix font croire, prix font, frais port ensemble, font croire bénéficierez, propose rembourser article, gamme nul"
200,"livraison top, top livraison, top, super, top livraison top, avance super, super livraison, livraison super, livraison vêtement, livraison vêtement délais, livraison top relais, livraison top etait, livraison top avance, livraison top bien, plus tôt top"
201,"birkenstock, commande birkenstock, papillio, marque papillio, compensées, reçu marque, espadrilles, talon, marque, mules, confortables, jolies photo site, jour avance domicile, lieu birkenstock, livraison reçue jour"
202,"scotch, colis ouvert, scotch poste, recollé, ouvert, scotché, ouvert autre éventré, ouvert autre, éventré recollé scotch, manquait rien scotch, manipulation logistique faudrait, scotch bande, scotch bande garantie, manipulation logistique, lourds colis emballage"
203,"pieds, être pieds fins, peut supporter piedsmauvaise, peut supporter, quitter maternité, peu mal pieds, être pieds, quitter maternité pied, pense avoir pieds, pense avoir, non achete via, non achete, rendre pieds modifiant, modifiant bon erroné, modifiant bon"
204,"escroquerie, limite, limite escroquerie, çà lamentable, grande échelle escroquerie, gamme durée vie, honteux trouve çà, imitation gamme, échelle escroquerie, imitation gamme durée, limite demander, limite demander si, limite deux, limite deux vraiment, limite escroquerie escroquerie"
205,"enseigne, déconseille cette, déconseille, cette enseigne, déconseille cette enseigne, met découvert afrique, déconseille vivement alors, met découvert, découvert afrique, livrer agence belgique, découvert afrique fais, dégringolade, dégringolade cette, déconseille cette apli, dégringolade cette enseigne"
206,"bobochic, canapé bobochic, canapé, commandé canapé, canapé marque bobochic, commandé canapé bobochic, marque bobochic, canapé marque, sachant depuis commande, enseigne pleine déconfiture, délais annonce, île france, enseigne pleine, île france 91, sachant habite"
207,"auto, siège auto, siège, acheté siège, baby auto, acheté siège auto, sans base, baby, monsieur, joindre monsieur, limites intervention, jamais remboursé ex, frais port siège, joindre monsieur toute, livraison gratuite jai"
208,"camelote, camelotte, franchement tout devient, français camelotte, français camelotte prix, jolie arnaque pacotille, gifi autre, gifi autre camelots, vérifier marque, impossible monter franchement, laguiole fleuron, laguiole fleuron artisanat, mal coupés très, franchement tout, manquantes impossible"
209,"très mauvais service, mauvais service, service client top, client top, bon service client, mauvais service client, client très mauvais, service client très, très mauvais, client très, bon service, service client, mauvais service clientèle, top suivi, top suivi service"
210,"commerce, commerce ligne, loi commerce, loi commerce ligne, loi, marketplace, honnêteté, quelle, ligne, message aidera, modèles sortent, modèles sortent peut, nécessaire bref comme, nécessaire bref, marketplace base"
211,"dommage, étoile dommage, mettre, étoile, mettre zéro, zéro étoile dommage, dommage peux, dommage puisse mettre, dommage dommage, puisse mettre, mettre zéro étoile, zéro étoile, zéro, dommage puisse, peux mettre pourrais"
212,"concert, places, billets concert, billets, places concerts, concerts, acheté billets concert, places concert, acheté places, acheté billets, courrier, limite niveau, levé tôt, levé tôt rien, mains propres puissions"
213,"service re, service re turn, re turn, turn, re, nouveau service re, nouveau service, dénommée re turn, réponsej cliente site, réponsej cliente, loupé article, sans précédent, jour envoyé mail, loupé article 1ère, jour envoyé"
214,"pigeons, clients pigeons, prend clients pigeons, prend clients, site prend, prend, pigeon, trésorerie, clients, pigeons leurs, pigeons peut, pigeons laissez tenter, pigeons laissez, pigeons cette période, pigeons pris"
215,"médiocre, médiocre qualité, qualité médiocre, article médiocre, qualité article médiocre, qualité médiocre qualité, médiocre qualité article, articles qualité médiocre, qualité article, articles qualité, qualité, médiocre tout ça, médiocre réception articles, médiocre tout, plus médiocre mauvais"
216,"gens, prendre gens, idiots, gens idiots, prendre gens idiots, prendre, gens vraiment prendre, gens vraiment, gens peuvent perdre, grosse blague dégoûtée, idiots devrait apprendre, idiots devrait, gens peuvent, idiots pigeons arrêtez, idiots prévenir"
217,"étoile, mérite, mérite étoile, étoile mérite, mérité, ça mérite, note, mérité meme, méritée, méritée ca, méritée ca mérite, normalement note, mérite étoile étoile, mérite étoile mérite, note vaut"
218,"vol, franchement vol, vol donc vol, vol donc, donc vol, reçu lot incomplet, simplement honteux peux, x2 vol, si vol, simplement vol si, tout x2 vol, tout x2, si vol franchement, reçu lot, voilà tout x2"
219,"ordre, rentre ordre, tout rentre ordre, tout rentre, ordre ça, rentre, rentable, rentré, rentrer, doit être, rentable rappelle donc, rentre ordre faire, rentrait contre retours, rentrait contre, remboursements persévérance bonnes"
220,"photo, photos, lhorloge photo, lhorloge photo article, manière complète mannequins, lhorloge, malheureusement arrivée, malheureusement arrivée correspondait, manière complète, mannequins qualité, mannequins qualité na, montrent article, livré photo, livré photo correspondait, na rien"
221,"annulation, demande annulation, incapables fourvnir, impossible traiter conseiller, impossible traiter, ça bouge demande, très mécontente apprendre, hier annulation certains, hier annulation, fourvnir produits trouve, fourvnir produits, fourvnir, faites acheter précautions, faites acheter, faite mois pendant"
222,"pire pire, pire pire pire, pire, ca devient pire, pire pire depuis, veepee ca devient, pirej, devient pire, devient pire pire, pirej pire, pire vente privée, veepee ca, privée pire pire, pirej pire pire, pire pire vente"
223,"ravie, ravie ravie, là ravie, là ravie ravie, surprise ravie heureusement, redire ravie, patineuse superbe, patineuse, surprise ravie, patineuse superbe adore, plus ravie ravie, ravie bonne, ravie bonne surprise, ravie envisage, heureusement contenu bien"
224,"rapport qualité, rapport qualité prix, rapport, qualité prix, bon rapport qualité, bon rapport, rapport qualité livraison, rapide rapport qualité, rapide rapport, rapide, excellent rapport qualité, excellent rapport, qualité prix livraison, livraison rapide, qualité livraison rapide"
225,"qualité rendez, rendez, rendez qualité, qualité rendez qualité, rendez qualité rendez, qualité, soleil ocre qualité, tissus jamais, rendez qualité vendue, rendez qualité lacoste, vendue rendez, tissus jamais déçu, qualité rendez délais, vendue rendez plus, rendez déçue"
226,"nez, raccroche nez, raccroche, raccroché nez, raccroché, nez raccroche, raccroché nez raccroche, nez raccroche nez, nez sav met, nez énorme, parfois raccroche, nez sav, nez énorme raison, nice rock navrée, nez raccroché nez"
227,"code, places, livraison donc normalement, inscris code privé, inscris code, ensuite achat, inscris, grave ca arrive, grave ca, fonctionnel également malgré, fonctionnel également, fonctionne enfin code, fonctionne enfin, livreur moment, fonctionnait reconnu"
228,"font, font traîner, croire font, traîner, font genre appel, font mine écouter, font recherches vont, seulement essaient, font remonter font, semblant régler problème, font semblant régler, font traîner choses, font traîner longueur, font exprès moquer, font évidemment"
229,"authenticité, certificat, certificat authenticité, pochon, perte temps incroyable, papier bulle certificat, or site, or nombre carat, non conforme photos, or nombre, nombre carat diamant, nombre carat, or site document, garantie certificat authenticité, mis pochoir"
230,"millions consommateurs, millions, consommateurs, 60 millions, 60 millions consommateurs, 60, 50 millions consommateurs, 50 millions, avocat, savoir tout, faut déposer dossier, ferai savoir tout, savoir tout entourage, semaine irais, sinon propose"
231,"prochaine fois, prochain, prochaine fois irai, fois irai, prochaine, irai, cde, fois irai surtout, épisode prochaine, irai chez havainas, irai surtout voir, fois irai chez, fois commanderais ailleurs, fois avoir prochain, plus vigilante prochaine"
232,"responsable, tout jours responsable, jours responsable, tout jours, dossier, jour passe certain, jour rdv responsable, jour rdv, jours nouvelles non, énerver après, jours responsable appelle, jours responsable dois, jour passe, sais appelle, livrés attends"
233,"360 150, serviette, 360, serviette 105, 105 70, reçois serviette 105, serviette 105 70, reçois serviette, cm, 150, 105, dimensions, 70, démarche retour, erreur taille dimensions"
234,"début fin, début, parfait début fin, parfait début, fin, ete parfait début, fin impec, faillite cliente depuis, faillite cliente, fin impec début, fin problèmes, fin plus, fin satisfait, fin plus jamais, fin problèmes dès"
235,"brosse, dentelles, dents, panneaux verticaux séparation, perçage, perçage panneaux, motifs très gaie, panneaux verticaux, monter soi marque, motifs très, mauvaises qualités jolies, mauvais après premier, marque connue pré, manche toute decousue, manche toute"
236,"carton, ouvert, cartons, abîmé, carton carton, carton arrivé, carton tout, carton abîmé, carton ouvert, ouvert carton, colis carton, commande carton, emballage, vide, coulé"
237,"reçu commande, commande, reçu, ravie commande, commande reçu, commande chez, dernière, chez, commandé, ravie, jamais reçu commande, déçue commande, dernière commande, contente commande, toujours reçu commande"
238,"produit, produits, qualité, qualité produit, produit très, bon produit, produit produit, qualité produits, produits très, très bon produit, très, produit produits, très bon, bon, produits reçus"
239,"service, service après vente, service après, après vente, service client, client, vente, après, réactif, services, service livraison, client service, livraison service, service client service, nul"
240,"colis, colis arrivé, colis colis, arrivé, colis livré, livré, colis perdu, perdu, ouvert, relais, réception colis, colis très, état, colis ouvert, colissimo"
241,"site, commande site, commandes, commandes site, commande, dernière commande site, commandé site, dernière, site commande, fois, commandé, dernière commande, passé, années commande site, fois commande site"
242,"achat, bon achat, achats, bon, contente achat, ravie achat, contente, très contente achat, ravie, bon achat 10, achat ravie achat, achat 10, achat ravie, regrette, cet achat"
243,"remboursement bon achat, remboursement bon, demandé remboursement bon, bon achat plus, achat remboursement bon, achat plus fort, fort propose, fort propose remboursement, plus fort propose, propose remboursement bons, remboursement bons achat, remboursement bons, bon achat remboursement, plus fort, donc demandé remboursement"
244,"photo, photos, image, conforme photo, conforme, correspond, comme photo, comme photos, photo site, ressemble, photo conforme, conforme photos, rendu, photo correspond, identique"
245,"tout parfait, parfait, parfait tout, tout parfait tout, parfait tout parfait, parfait merci, tout parfait merci, merci tout parfait, parfait parfait, tout, merci tout, parfait merci tout, tout parfait parfait, merci, tout parfait sinon"
246,"livraison rapide, rapide, rapide produit, livraison rapide produit, rapide produits, produit livraison, rapide bon produit, produit, livraison rapide bon, produit livraison rapide, rapide bon, rapide livraison, qualité livraison, bon produit, qualité livraison rapide"
247,"contacter, contact, contacté, contacte, mail, sav, réponse, contacte sav, personne, ayoub, message, avoir, reçois mail, dit, bonjour"
248,"satisfaite, très satisfaite, satisfaite très, satisfaite très satisfaite, satisfait, très satisfaite très, satisfaite produit, très, très satisfait, très satisfaite produit, satisfait très, satisfaite merci, satisfaite produits, produit très satisfaite, très satisfaite produits"
249,"achat fait pendant, pendant covid font, donc connaissance, donc connaissance cause, covid font, font donc connaissance, fait pendant covid, font donc, pendant covid, covid font donc, fait pendant, connaissance cause, achat fait, connaissance, covid"
250,"showroom, showroomprive, showroomprivé, showroom privé, privé, commande showroom, commande, commandes, commandes showroom, chez, chez showroom, showroom commande, fois, chez showroomprive, com"
251,"livraison rapide, rapide article, livraison rapide article, rapide, rapide articles, articles conformes, livraison rapide articles, rapide articles conformes, conformes, articles conformes livraison, rapide article conforme, qualité livraison rapide, qualité livraison, description livraison rapide, conformes livraison"
252,"rapide, livraison rapide, rapide livraison, très rapide, livraison très rapide, livraison, rapide livraison rapide, livraison très, livraison rapide livraison, ultra rapide, ultra, livraison ultra rapide, plus rapide, livraison ultra, rapidité livraison"
253,"articles, article conforme, qualité articles, articles conformes, conformes, article, description, articles très, qualité, article conforme description, bonne qualité, attentes articles, conforme, description articles, conforme description"
254,"transporteur, transport, transporteurs, récupérer, auprès transporteur, transporteur dit, frais transport, enquête auprès transporteur, enquête auprès, colis, venir, venu, auprès, dit, enquête"
255,"produits, produit, produits commandés, commandés, produit commandé, commandé, commande produits, commandé produits, commande, reçu produit, commande produit, conforme commande, produit conforme commande, conforme, reçu"
256,"2020, commande, juin, avril, novembre, passée, numéro, décembre, commande passée, passé commande, passé, mai, numéro commande, 12, 19"
257,"site, recommande site, recommande, déconseille, clients, site recommande, site recommande site, fortement site, déconseille fortement, déconseille fortement site, com, fortement, cliente, sites, tout site"
258,"commander site, commander, commanderai, plus site, commanderai plus, commanderai plus site, site, site commanderai, jamais site, plus jamais site, site commanderai plus, plus jamais, commanderai plus jamais, commanderais plus, commanderais"
259,"frais, elles, savent, disent, font, frais retour, charge, frais envoi, veulent, elles très, ça, rembourser, problème, leurs, retour charge"
260,"livraison plus, prévu, plus rapide, livraison plus rapide, plus tôt, prévu livraison, rapide prévue, plus rapide prévue, tôt, prévue, plus tôt prévu, tôt prévu, prévu livraison plus, plus rapide prévu, rapide prévu"
261,"articles, articles défectueux, retourner articles, défectueux, trop, trop petit, retourner, article, petit, articles trop, article trop, frais port, articles beaucoup, photos, trop petits"
262,"remboursement, retour, toujours remboursement, retours, rembourser, frais retour, remboursé, remboursée, point, faire, frais, attends, faire rembourser, demande, point relais"
263,"commande, commandes, annuler, annuler commande, commande reçue, commande arrivée, reçue, rapidement, cette commande, arrivée, commande commande, conforme, retard, conforme commande, cette"
264,"articles, article, commandés, articles commandés, commande, commande articles, commandé, article commandé, commande article, article commande, commandes, articles commande, deux articles, manque, articles reçus"
265,"article, articles, retourner, manque article, article défectueux, manquant, article manquant, cet article, retourner article, article reçu, défectueux, retour article, retour, manque, renvoyer"
266,"étoile, tout très bien, tout très, aucune étoile, très bien, bien, si pu, bien déroulé, tout va bien, si pouvais, tout va, déroulé, va bien, tout, chez"
267,"prix, enclos, déçue prix, prix toujours, prix là, décembre, hyper, parka attends nouvelles, parka attends, obligé attendre jours, négatifs alors fais, négatifs alors, obligé attendre, parle produit, négatif agréablement"
268,"taille, bonne taille, article, taille article, article bonne taille, article bonne, article taille, articles, articles taillent, bonne, taille correspond, article dont taille, bonne taille article, taille limite, mauvaise taille"
269,"colis, reçu colis, colis reçu, reçu, relais, colis arrivé, recevoir colis, chercher, toujours reçu colis, toujours, chercher colis, colis reçois, toujours reçu, bien reçu colis, arrivé"
270,"produit, produits, produit livraison, livraison, produit livré, livraison produits, produit conforme, longue, délais livraison, produits livraison, livré, produits livrés, délais, livrés, livraison produit"
271,"retard, retard livraison, livraison retard, retardée, livraison retardée, livraison, beaucoup retard, retard plus, peu retard, livraison livraison, retard livraison retard, retard livraison livraison, livraison retard livraison, jours retard, mois retard"
272,"téléphonique, personne, impossible joindre, téléphoné, joindre, phone, prs, impossible, téléphoner, téléphoniques, car, responsable, numéro, dit, phone recycle"
273,"produit, produit reçu, produit commandé, reçu bon produit, correspond produit, reçu, bon produit, produit non, correspond, produit car, taille, bonne taille, reçu bon, bon produit produit, pickup"
274,"peu, déçu, peu déçue, très déçu, déçue, très déçu très, déçu très déçu, déçu peu, déçu très, déçue très déçu, peu déçue peu, déçu peu déçue, déçue très, déçue peu, peu déçu"
275,"jours, 19, 20, 15, 21, 15 jours, 11, 18, toujours rien, décembre, 2020, plus tard, tard, 21 jours, 14"
276,"commande livraison, livraison, entre commande livraison, livraison commande, entre commande, commande, livrée, conforme commande, long, livraison conforme commande, entre, commande livrée, délais, livraison conforme, conforme"
277,"longue, livraison peu longue, peu longue, livraison peu, longue livraison, long livraison, peu, peu longue livraison, longue livraison peu, peu long livraison, livraison longue, livraison, long, peu long, très longue"
278,"commercial, geste commercial, geste, aucun geste, aucun geste commercial, commerciale, aucun, commercial fait, geste commercial fait, geste commerciale, demande geste commercial, demande geste, service commercial, fait geste, commercial part"
279,"validée, panier puis, petit bug ça, enlever deux, enlever deux articles, deuxième commande arrivée, deux articles commis, puis décidée, puis décidée revenir, commis petit bug, commis petit, petit bug, commande malheureusement validée, problème deuxième commande, fois car validée"
280,"taille, tailles, petit, grand, trop, taillent, guide, prendre taille, taille peu, bonne taille, taille dessus, taille trop, guide tailles, petite, taille petit"
281,"showroom, showroomprive, showroomprivé, showroom privé, privé, chez showroom, showroomprive com, com, chez, chez showroom privé, recommande, déçue showroom, site showroomprive, showroomprivee, showroom privée"
282,"clients, leurs clients, leurs, foutent, moquent, viennent perdre, leurs clients respectent, moquent leurs, clients respectent, moquent leurs clients, patienter patienter, prennent clients, fichent, clients comme, patienter"
283,"mail, mails, réponse, envoyé, maillot, aucune réponse, bain, appels, maillot bain, envoyé mail, aucune, emails, sans réponse, email, envoie"
284,"euros, frais, 50, retour, 90, frais retour, 99, port, frais port, payer, frais livraison, payé, euros frais, 50 frais, remboursement"
285,"cassé, fois, boîte, couleur, cassée, peu, ça, changer, noir, petit, lettres, déçue, boite, point relais, tout"
286,"date prévue, avant date, avant date prévue, prévue, date, avant, arrivé avant date, arrivé avant, date prévue commande, prévue commande, reçu avant date, reçu avant, arrivée avant date, arrivée avant, arrivé"
287,"étoile, mettre, mets, mois, mets étoile, zéro, étoile car, moins, mettre zéro, si pouvais, si pouvais mettre, pouvais mettre, plus mois, mettre moins, pouvais"
288,"colis, relais, transporteur, carton, relais colis, deux, livré, enquête, colis livré, retourné, réception colis, jours, reçu, endommagé, transporteur colis"
289,"site, sérieux, site site, site sérieux, site très, sites, fuir, déçue site, fiable, arnaque, site éviter, autres sites, site fuir, bon site, éviter"
290,"livraison temps, temps livraison, temps livraison temps, temps, livraison temps livraison, livré temps, livré temps livraison, temps livré, temps livré temps, temps heure, livraison, livraison temps heure, livré, heure, livraison pris"
291,"commanderai, commanderai plus, commander, commander chez, plus jamais, commanderai plus jamais, chez, chez commanderai plus, chez commanderai, plus jamais chez, plus chez, jamais chez, plus commander, commanderai plus chez, commanderais"
292,"trop longue, trop, livraison trop, livraison beaucoup trop, livraison beaucoup, beaucoup trop, trop long livraison, trop long, longue, trop longue livraison, beaucoup trop long, beaucoup trop longue, long livraison, trop trop, livraison trop trop"
293,"date livraison, date, livraison prévue, prévue, livraison, 12, juin, livraison avant date, livraison avant, date livraison livraison, prévue entre, avant date, mai, dates, livraison livraison"
294,"vente, vente privée, privée, ventes, site vente, com, vente privee, privées, privee, ventes privées, vente ligne, privée com, vente privée com, ligne, vente vente"
295,"long, long délai, délai livraison, délai, long délai livraison, trop long, livraison trop long, peu long, délais livraison, délai livraison peu, livraison trop, longs, délais, livraison peu long, long délais"
296,"début, commande début, début juin, commandé début, début juillet, début novembre, commandé début novembre, passée début, juillet, septembre, fin, juin, debut, novembre, début décembre"
297,"produits conformes, conformes, produit conforme, attentes, produit, produits, conforme, description, conforme description, attentes produit, produits conformes attentes, produit conforme description, conformes attentes, conforme attentes, produit conforme attentes"
